shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
4200132,44.737218,-93.190824,90013
4200132,44.737243,-93.190577,90014
4200132,44.737263,-93.190329,90015
4200132,44.737277,-93.190080,90016
4200132,44.737286,-93.189831,90017
4200132,44.737289,-93.189581,90018
4200132,44.737291,-93.187184,90019
4200132,44.737291,-93.187184,100001
4200132,44.737291,-93.187057,100002
4200132,44.739645,-93.187050,100003
4200132,44.739645,-93.187050,110001
4200132,44.739735,-93.187050,110002
4200132,44.742439,-93.187035,110003
4200132,44.742439,-93.186615,110004
4200132,44.742439,-93.186615,120001
4200132,44.742440,-93.186165,120002
4200132,44.742433,-93.184097,120003
4200132,44.742433,-93.184097,130001
4200132,44.742432,-93.183875,130002
4200132,44.742440,-93.181974,130003
4200132,44.742489,-93.181623,130004
4200132,44.742798,-93.180183,130005
4200132,44.742833,-93.179801,130006
4200132,44.742834,-93.179520,130007
4200132,44.742834,-93.179520,140001
4200132,44.742836,-93.179282,140002
4200132,44.742824,-93.176911,140003
4200132,44.740459,-93.176919,140004
4200132,44.735797,-93.176946,140005
4200132,44.735796,-93.176756,140006
4200132,44.735795,-93.176629,140007
4200132,44.735795,-93.176629,150001
4200132,44.735794,-93.175990,150002
4200132,44.735796,-93.175857,150003
4200132,44.735846,-93.175567,150004
4200132,44.736000,-93.175009,150005
4200132,44.736045,-93.174537,150006
4200132,44.736030,-93.174231,150007
4200132,44.735989,-93.173964,150008
4200132,44.735921,-93.173709,150009
4200132,44.735817,-93.173446,150010
4200132,44.735894,-93.173377,150011
4200132,44.735894,-93.173377,160001
4200132,44.736489,-93.172836,160002
4200132,44.736717,-93.172544,160003
4200132,44.736855,-93.172300,160004
4200132,44.736966,-93.171998,160005
4200132,44.737034,-93.171697,160006
4200132,44.737069,-93.171393,160007
4200132,44.737073,-93.170955,160008
4200132,44.737108,-93.170706,160009
4200132,44.737167,-93.170436,160010
4200132,44.737247,-93.170206,160011
4200132,44.737335,-93.170005,160012
4200132,44.737384,-93.169898,160013
4200132,44.737384,-93.169898,170001
4200132,44.737433,-93.169792,170002
4200132,44.736500,-93.168587,170003
4200132,44.736348,-93.168351,170004
4200132,44.736241,-93.168098,170005
4200132,44.736168,-93.167830,170006
4200132,44.736130,-93.167550,170007
4200132,44.736126,-93.167242,170008
4200132,44.736207,-93.166756,170009
4200132,44.736429,-93.166130,170010
4200132,44.736429,-93.166130,180001
4200132,44.736470,-93.166017,180002
4200132,44.736535,-93.165650,180003
4200132,44.736550,-93.165246,180004
4200132,44.736393,-93.164132,180005
4200132,44.736370,-93.163724,180006
4200132,44.736389,-93.163305,180007
4200132,44.736450,-93.162888,180008
4200132,44.736538,-93.162537,180009
4200132,44.736710,-93.162072,180010
4200132,44.737519,-93.160398,180011
4200132,44.737623,-93.160066,180012
4200132,44.737623,-93.160066,190001
4200132,44.737660,-93.159950,190002
4200132,44.737713,-93.159552,190003
4200132,44.737706,-93.159156,190004
4200132,44.737641,-93.158776,190005
4200132,44.737515,-93.158393,190006
4200132,44.737263,-93.157708,190007
4200132,44.737137,-93.157202,190008
4200132,44.737080,-93.156798,190009
4200132,44.737057,-93.156450,190010
4200132,44.737042,-93.156220,190011
4200132,44.737042,-93.156220,200001
4200132,44.737034,-93.156106,200002
4200132,44.739235,-93.156030,200003
4200132,44.739241,-93.154936,200004
4200132,44.739238,-93.154864,200005
4200132,44.739238,-93.154864,210001
4200132,44.739234,-93.154761,210002
4200132,44.739207,-93.154532,210003
4200132,44.739149,-93.153885,210004
4200132,44.739125,-93.153497,210005
4200132,44.739122,-93.153200,210006
4200132,44.739136,-93.151986,210007
4200132,44.739136,-93.151986,220001
4200132,44.739138,-93.151830,220002
4200132,44.739142,-93.148348,220003
4200132,44.739140,-93.146591,220004
4200132,44.739140,-93.146591,230001
4200132,44.739140,-93.146277,230002
4200132,44.739138,-93.143863,230003
4200132,44.739136,-93.140709,230004
4200132,44.739136,-93.140709,240001
4200132,44.739136,-93.140592,240002
4200132,44.739137,-93.136238,240003
4200132,44.739137,-93.136238,250001
4200132,44.739137,-93.136125,250002
4200132,44.739141,-93.135502,250003
4200132,44.739151,-93.133864,250004
4200132,44.739167,-93.131158,250005
4200132,44.739181,-93.128296,250006
4200132,44.739181,-93.128296,260001
4200132,44.739182,-93.128152,260002
4200132,44.739193,-93.126112,260003
4200132,44.739205,-93.124696,260004
4200132,44.738357,-93.124711,260005
4200132,44.738357,-93.124711,270001
4200132,44.737946,-93.124718,270002
4200132,44.737938,-93.123918,270003
4200132,44.738817,-93.123902,270004
4360095,44.825514,-93.113090,10001
4360095,44.825504,-93.113216,10002
4360095,44.825499,-93.113511,10003
4360095,44.825514,-93.113688,10004
4360095,44.825536,-93.113742,10005
4360095,44.825564,-93.113800,10006
4360095,44.825603,-93.113838,10007
4360095,44.825646,-93.113865,10008
4360095,44.825707,-93.113875,10009
4360095,44.826151,-93.113878,10010
4360095,44.826663,-93.113893,10011
4360095,44.827287,-93.113892,10012
4360095,44.827587,-93.113885,10013
4360095,44.827634,-93.113871,10014
4360095,44.827778,-93.113773,10015
4360095,44.827751,-93.113695,10016
4360095,44.827710,-93.113453,10017
4360095,44.827699,-93.113323,10018
4360095,44.827699,-93.113216,10019
4360095,44.827796,-93.112478,10020
4360095,44.827893,-93.112546,10021
4360095,44.827893,-93.112546,20001
4360095,44.831092,-93.114752,20002
4360095,44.831092,-93.114752,30001
4360095,44.833766,-93.116596,30002
4360095,44.833915,-93.116689,30003
4360095,44.834111,-93.116802,30004
4360095,44.834111,-93.116802,40001
4360095,44.834286,-93.116904,40002
4360095,44.834805,-93.117150,40003
4360095,44.835869,-93.117524,40004
4360095,44.836962,-93.117881,40005
4360095,44.838177,-93.118391,40006
4360095,44.838543,-93.118602,40007
4360095,44.838543,-93.118602,50001
4360095,44.838631,-93.118654,50002
4360095,44.841338,-93.120421,50003
4360095,44.841372,-93.120457,50004
4360095,44.841372,-93.120457,60001
4360095,44.841437,-93.120527,60002
4360095,44.841518,-93.120560,60003
4360095,44.841932,-93.120935,60004
4360095,44.843353,-93.122353,60005
4360095,44.844144,-93.123153,60006
4360095,44.844157,-93.123167,60007
4360095,44.844157,-93.123167,70001
4360095,44.844613,-93.123653,70002
4360095,44.844786,-93.123710,70003
4360095,44.844959,-93.123810,70004
4360095,44.845135,-93.123882,70005
4360095,44.845248,-93.123913,70006
4360095,44.845332,-93.123917,70007
4360095,44.845435,-93.123913,70008
4360095,44.845546,-93.123898,70009
4360095,44.845675,-93.123878,70010
4360095,44.845881,-93.123790,70011
4360095,44.846080,-93.123669,70012
4360095,44.846125,-93.123793,70013
4360095,44.846432,-93.124414,70014
4360095,44.846628,-93.124757,70015
4360095,44.846817,-93.125013,70016
4360095,44.847046,-93.125289,70017
4360095,44.847235,-93.125494,70018
4360095,44.847402,-93.125656,70019
4360095,44.847402,-93.125656,80001
4360095,44.847460,-93.125712,80002
4360095,44.847612,-93.125860,80003
4360095,44.847729,-93.125963,80004
4360095,44.847922,-93.126111,80005
4360095,44.848048,-93.126209,80006
4360095,44.848167,-93.126304,80007
4360095,44.848167,-93.126304,90001
4360095,44.851234,-93.128762,90002
4360095,44.851698,-93.129195,90003
4360095,44.852232,-93.129754,90004
4360095,44.852314,-93.129625,90005
4360095,44.852314,-93.129625,100001
4360095,44.852443,-93.129423,100002
4360095,44.852641,-93.129204,100003
4360095,44.852859,-93.129035,100004
4360095,44.853116,-93.128904,100005
4360095,44.854769,-93.128626,100006
4360095,44.854949,-93.128550,100007
4360095,44.855003,-93.128514,100008
4360095,44.855048,-93.128464,100009
4360095,44.855077,-93.128416,100010
4360095,44.855101,-93.128363,100011
4360095,44.855113,-93.128301,100012
4360095,44.855117,-93.128218,100013
4360095,44.855117,-93.128159,100014
4360095,44.855116,-93.128089,100015
4360095,44.855102,-93.128025,100016
4360095,44.855102,-93.128025,110001
4360095,44.855091,-93.127973,110002
4360095,44.855067,-93.127874,110003
4360095,44.855027,-93.127759,110004
4360095,44.854984,-93.127674,110005
4360095,44.854926,-93.127582,110006
4360095,44.854865,-93.127496,110007
4360095,44.854628,-93.127220,110008
4360095,44.854404,-93.126987,110009
4360095,44.854069,-93.126654,110010
4360095,44.853956,-93.126541,110011
4360095,44.853854,-93.126425,110012
4360095,44.853780,-93.126335,110013
4360095,44.853712,-93.126242,110014
4360095,44.853645,-93.126125,110015
4360095,44.853576,-93.125976,110016
4360095,44.853522,-93.125851,110017
4360095,44.853449,-93.125597,110018
4360095,44.853415,-93.125428,110019
4360095,44.853400,-93.125301,110020
4360095,44.853391,-93.125168,110021
4360095,44.853388,-93.125041,110022
4360095,44.853393,-93.124874,110023
4360095,44.853402,-93.124773,110024
4360095,44.853402,-93.124773,120001
